ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Year-Of-Publication-Bin,Book-Author-Encode,Book-Publisher-Encode,Year-Of-Publication-Bin-Encode,Filtered-Title
0671780751,stone river oprah book club hardcover,Ursula Hegi,1994,Simon & Schuster,"[1980, 2000)",6188,1087,4,stone river oprah  club hardcover
0684815451,silent night story world war christmas truce,Mary Higgins Clark,1995,Simon & Schuster,"[1980, 2000)",4239,1087,4,silent night  world war christmas truce
044651764X,iced regan reilly mystery hardcover,Carol Higgins Clark,1995,Warner Books,"[1980, 2000)",893,1277,4,iced regan reilly mystery hardcover
0688149111,best laid plan,Sidney Sheldon,1997,William Morrow & Company,"[1980, 2000)",5670,1306,4,best laid plan
0312970625,agatha raisin wizard evesham agatha raisin mystery,M. C. Beaton,1999,St. Martin's Minotaur,"[1980, 2000)",3973,1124,4,agatha raisin wizard evesham agatha raisin mystery
0743215052,constant gardener,John le Carre,2000,Scribner,"[2000, 2020)",3154,1062,5,constant gardener
0446677043,sister raven,Barbara Hambly,2002,Aspect,"[2000, 2020)",522,81,5,sister raven
0590427717,blitzcat,Robert Westall,1994,Scholastic,"[1980, 2000)",5343,1048,4,blitzcat
0449906248,clover,Dori Sanders,1994,Ballantine Books,"[1980, 2000)",1566,111,4,clover
1853260789,madame bovary,Gustave Flaubert,1998,NTC/Contemporary Publishing Company,"[1980, 2000)",2234,775,4,madame bovary
0448405202,little engine could,Watty Piper,1978,Penguin Putnam Books for Young Readers,"[1960, 1980)",6303,867,3,little engine could
0451523733,adventure huckleberry finn,Mark Twain,1959,New Amer Library Classics,"[1940, 1960)",4180,787,2,adventure huckleberry finn
1576731278,story heart original collection,Alice Gray,1996,Multnomah,"[1980, 2000)",173,771,4,heart original collection
0440153271,man load mischief,Martha Grimes,1991,Dell Publishing Company,"[1980, 2000)",4196,290,4,man load mischief
0449245004,reflex,Dick Francis,1982,Fawcett Books,"[1980, 2000)",1507,410,4,reflex
0449912809,carolina moon novel ballantine reader circle,Jill McCorkle,1997,Ballantine Books,"[1980, 2000)",2936,111,4,carolina moon  ballantine reader circle
0399138714,decider,Dick Francis,1993,Putnam Pub Group,"[1980, 2000)",1507,952,4,decider
0449212394,bolt,Dick Francis,1988,Fawcett Books,"[1980, 2000)",1507,410,4,bolt
0451163508,lie lion signet,Ken Follett,1994,Signet Book,"[1980, 2000)",3501,1081,4,lie lion signet
0425173097,murder volume prime crime mystery,D. R. Meredith,2000,Prime Crime,"[2000, 2020)",1188,936,5,murder volume prime crime mystery
0743454529,sister keeper novel picoult jodi,Jodi Picoult,2004,Atria,"[2000, 2020)",3007,86,5,sister keeper  picoult jodi
006000925X,daisy back town,Rachel Gibson,2004,Avon,"[2000, 2020)",5106,94,5,daisy back town
0373790899,book harlequin blaze,Nancy Warren,2003,Harlequin,"[2000, 2020)",4590,497,5,harlequin blaze
0312992416,kiss night dark hunter novel,Sherrilyn Kenyon,2004,St. Martin's Paperbacks,"[2000, 2020)",5649,1125,5,kiss night dark hunter
0786015233,jasmine trade,Denise Hamilton,2002,Pinnacle Books,"[2000, 2020)",1463,899,5,jasmine trade
0778320111,suburban renewal,Pamela Morsi,2004,Mira Books,"[2000, 2020)",4789,757,5,suburban renewal
0446612308,like knife,Annie Solomon,2003,Warner Forever,"[2000, 2020)",382,1282,5,like knife
0451192249,house,Bentley Little,1999,Signet Book,"[1980, 2000)",598,1081,4,house
0312984235,watching,Tina Wainscott,2003,St. Martin's Paperbacks,"[2000, 2020)",6096,1125,5,watching
1551667002,skyward,Mary Alice Monroe,2003,Mira Books,"[2000, 2020)",4221,757,5,skyward
0060008032,angel,Marian Keyes,2003,HarperTorch,"[2000, 2020)",4130,528,5,angel
0743446135,scent danger,Andrea Kane,2003,Pocket Star,"[2000, 2020)",260,916,5,scent danger
0743454502,second glance novel,Jodi Picoult,2003,Atria Books,"[2000, 2020)",3007,87,5,second glance
0380814382,true confession avon romance,Rachel Gibson,2001,Avon,"[2000, 2020)",5106,94,5,true confession avon romance
0451409159,long lean lethal,Heather Graham,2000,New American Library,"[2000, 2020)",2329,789,5,long lean lethal
0812558626,briar rose,Jane Yolen,1993,Tor Books,"[1980, 2000)",2758,1191,4,briar rose
0060928360,tale burning love novel,Louise Erdrich,1997,Perennial,"[1980, 2000)",3903,878,4,tale burning love
0525946063,past life future healing psychic reveals secret good health great relationship,Sylvia Browne,2001,Dutton Books,"[2000, 2020)",5917,339,5,past life future healing psychic reveals secret good health great relationship
0688093043,secret ceremony mormon woman intimate diary marriage beyond,Deborah Laake,1993,Harpercollins,"[1980, 2000)",1437,530,4,secret ceremony mormon woman intimate diary marriage beyond
0679412476,love build bridge,Naomi Judd,1993,Random House Inc,"[1980, 2000)",4593,970,4,love build bridge
0743204735,bush war,Bob Woodward,2002,Simon & Schuster,"[2000, 2020)",705,1087,5,bush war
0385489501,sister heart,Chitra Banerjee Divakaruni,1999,Bantam Dell Pub Group,"[1980, 2000)",1036,117,4,sister heart
042519471X,superior death anna pigeon mystery paperback,Nevada Barr,2003,Berkley Publishing Group,"[2000, 2020)",4629,145,5,superior death anna pigeon mystery 
0812515501,cat magic,Whitley Strieber,1987,Tor Books,"[1980, 2000)",6322,1191,4,cat magic
0679400516,story life,Katharine Hepburn,1991,Random House Inc,"[1980, 2000)",3429,970,4,life
0373790562,truly madly deeply trueblood texas blaze,Vicki Lewis Thompson,2002,Harlequin,"[2000, 2020)",6220,497,5,truly madly deeply trueblood texas blaze
037322706X,phantom lover light street,Rebecca York,2003,Harlequin,"[2000, 2020)",5157,497,5,phantom lover light street
0373691114,like sizzling,Jamie Sobrato,2003,Harlequin,"[2000, 2020)",2722,497,5,like sizzling
0373227124,lock key,Sylvie Kurtz,2003,Harlequin,"[2000, 2020)",5921,497,5,lock key
0373273118,heartbreak hero silhouette intimate moment,Frances Housden,2003,Silhouette,"[2000, 2020)",1971,1085,5,heartbreak hero silhouette intimate moment
0373765134,shameless,Ann Major,2003,Silhouette,"[2000, 2020)",314,1085,5,shameless
0373790775,going far legal brief harlequin blaze,Tori Carrington,2003,Harlequin,"[2000, 2020)",6149,497,5,going far legal brief harlequin blaze
0373871295,undercover angel love inspired numbered,Cynthia Rutledge,2000,Steeple Hill,"[2000, 2020)",1178,1135,5,undercover angel love inspired numbered
0553584707,catering nobody,Diane Mott Davidson,2002,Bantam Books,"[2000, 2020)",1500,113,5,catering nobody
0399230033,good night gorilla,Peggy Rathmann,1996,G. P. Putnam's Sons,"[1980, 2000)",4913,443,4,good night gorilla
0312979797,since gone,Carlene Thompson,2001,St. Martin's Paperbacks,"[2000, 2020)",873,1125,5,since gone
0451198638,side back psychic guide world beyond,Sylvia Browne,2000,Signet Book,"[2000, 2020)",5917,1081,5,side back psychic guide world beyond
0312995466,vengeance,Eileen Dreyer,2004,St. Martin's Paperbacks,"[2000, 2020)",1718,1125,5,vengeance
0060540753,patron saint liar novel,Ann Patchett,2003,Perennial,"[2000, 2020)",315,878,5,patron saint liar
0671735098,eating gilbert grape,Peter Hedges,1991,Simon & Schuster,"[1980, 2000)",4952,1087,4,eating gilbert grape
0786015500,perfect poison female serial killer deadly medicine,M. William Phelps,2003,Pinnacle Books,"[2000, 2020)",3980,899,5,perfect poison female serial killer deadly medicine
0843948574,naomi,Douglas Clegg,2001,Dorchester Publishing Company,"[2000, 2020)",1596,321,5,naomi
0786014237,blink eye,Wendy Corsi Staub,2002,Pinnacle Books,"[2000, 2020)",6312,899,5,blink eye
0553379615,forest,JEAN HEGLAND,1998,Bantam,"[1980, 2000)",2532,112,4,forest
055356854X,invisible darkness strange case paul bernardo karla homolka,Stephen Williams,1997,Bantam Books,"[1980, 2000)",5781,113,4,invisible darkness strange case paul bernardo karla homolka
0874778883,seven year tibet,Heinrich Harrer,1997,Jeremy P. Tarcher,"[1980, 2000)",2337,615,4,seven year tibet
0786015241,fatal error,Mark Morris,2003,Pinnacle Books,"[2000, 2020)",4178,899,5,fatal error
039487336X,berenstain bear trouble school first time book,Stan Berenstain,1987,Random House Children's Books,"[1980, 2000)",5715,966,4,berenstain bear trouble school first time
0312099266,travel lizbeth,Lars Eighner,1993,St Martins Pr,"[1980, 2000)",3663,1120,4,travel lizbeth
0425160807,bishop sea blackie ryan novel,Andrew M. Greeley,1997,Berkley Publishing Group,"[1980, 2000)",276,145,4,bishop sea blackie ryan
0312968191,last breath,Carlton Stowers,1999,St. Martin's True Crime Classics,"[1980, 2000)",879,1128,4,last breath
0446600415,day tomorrow,Allan Folsom,1995,Warner Books,"[1980, 2000)",202,1277,4,day tomorrow
0804110972,sin,Josephine Hart,1993,Ivy Books,"[1980, 2000)",3222,608,4,sin
0380708655,doll garden,Mary Downing Hahn,1990,HarperTrophy,"[1980, 2000)",4233,529,4,doll garden
044020271X,tapestry,Belva Plain,1989,Dell,"[1980, 2000)",579,287,4,tapestry
0886778034,owlsight valdemar darian tale book,Mercedes Lackey,1999,Daw Books,"[1980, 2000)",4348,279,4,owlsight valdemar darian tale
0446327069,happy meek,Andrew M. Greeley,1985,Warner Books,"[1980, 2000)",276,1277,4,happy meek
0345458842,survival fittest,Jonathan Kellerman,2002,Ballantine Books,"[2000, 2020)",3176,111,5,survival fittest
0446608602,personal injury,Scott Turow,2000,Warner Vision,"[2000, 2020)",5596,1284,5,personal injury
068971310X,wind willow,Kenneth Grahame,1989,Aladdin,"[1980, 2000)",3511,28,4,wind willow
0689812361,running time aladdin fiction,Margaret Peterson Haddix,1997,Aladdin,"[1980, 2000)",4106,28,4,running time aladdin fiction
0380698439,behind attic wall avon camelot book paperback,Sylvia Cassedy,1985,HarperTrophy,"[1980, 2000)",5918,529,4,behind attic wall avon camelot  
0440226708,incredible journey,SHEILA BURNFORD,1995,Laurel Leaf,"[1980, 2000)",5484,655,4,incredible journey
0061094757,sacred self making decision free,Wayne W. Dyer,1996,HarperTorch,"[1980, 2000)",6305,528,4,sacred self making decision free
0590568868,vampire breath goosebump,R. L. Stine,1996,Scholastic,"[1980, 2000)",5050,1048,4,vampire breath goosebump
0590568973,haunted school goosebump,R. L. Stine,1997,Scholastic,"[1980, 2000)",5050,1048,4,haunted school goosebump
0448095513,mystery glowing eye nancy drew mystery story,Carolyn Keene,1974,Grosset & Dunlap,"[1960, 1980)",926,473,3,mystery glowing eye nancy drew mystery
0671020951,dangerous kiss lucky santangelo novel paperback,Jackie Collins,2000,Pocket,"[2000, 2020)",2610,913,5,dangerous kiss lucky santangelo  
0451185994,snow angel,Thom Racina,1997,Onyx Books,"[1980, 2000)",6030,818,4,snow angel
0689713703,caddie woodlawn fiction,Carol Ryrie Brink,1990,Aladdin,"[1980, 2000)",899,28,4,caddie woodlawn fiction
0425169081,one last time psychic medium speaks loved lost,John J. Edward,1998,Berkley Publishing Group,"[1980, 2000)",3084,145,4,one last time psychic medium speaks loved lost
1551667916,loving jessie,Dallas Schulze,2002,Mira Books,"[2000, 2020)",1253,757,5,loving jessie
0380779617,annie song,Catherine Anderson,1996,Avon,"[1980, 2000)",945,94,4,annie song
0345405072,lost world,Michael Crichton,1996,Ballantine Books,"[1980, 2000)",4370,111,4,lost world
0689707495,cloudy chance meatball,Judi Barrett,1982,Aladdin Library,"[1980, 2000)",3246,29,4,cloudy chance meatball
1551666561,letting go,Pamela Morsi,2003,Mira Books,"[2000, 2020)",4789,757,5,letting go
0312979894,ticket home,James Michael Pratt,2002,St. Martin's Paperbacks,"[2000, 2020)",2689,1125,5,ticket home
0152632247,possum magic voyager book,Mem Fox,1991,Voyager Books,"[1980, 2000)",4347,1265,4,possum magic voyager
0064440508,kiss little bear,Else Holmelund Minarik,1984,HarperTrophy,"[1980, 2000)",1817,529,4,kiss little bear
0156423502,hundred dress voyager book,Eleanor Estes,1974,Harvest Books,"[1960, 1980)",1734,541,3,hundred dress voyager
0140505393,miss rumphius,Barbara Cooney,1985,Puffin Books,"[1980, 2000)",508,947,4,miss rumphius
0064440516,little bear friend,Else Holmelund Minarik,1984,HarperTrophy,"[1980, 2000)",1817,529,4,little bear friend
0821754165,love stranger,Janelle Taylor,1996,Zebra Books,"[1980, 2000)",2762,1334,4,love stranger
0590819747,hush little baby,Caroline B. Cooney,1999,Scholastic,"[1980, 2000)",909,1048,4,hush little baby
0807553913,mystery ranch boxcar child series,Gertrude Chandler Warner,1989,Albert Whitman & Company,"[1980, 2000)",2159,33,4,mystery ranch boxcar child series
1551667193,pelican court,Debbie Macomber,2003,Mira Books,"[2000, 2020)",1427,757,5,pelican court
0060391553,enter whining,Fran Drescher,1996,Harpercollins,"[1980, 2000)",1968,530,4,enter whining
044021422X,jewel,Danielle Steel,1993,Dell,"[1980, 2000)",1295,287,4,jewel
0373835396,four hand,Stephanie Laurens,2002,Harlequin,"[2000, 2020)",5739,497,5,four hand
068982954X,olivia save circus,Ian Falconer,2001,Atheneum/Anne Schwartz Books,"[2000, 2020)",2422,83,5,olivia save circus
1562920448,god little instruction book inspirational wisdom live happy fulfilled life god little instruction book series,Honor Books,1993,Chariot Victor Pub,"[1980, 2000)",2388,221,4,god little instruction  inspirational wisdom live happy fulfilled life god little instruction  series
0064440044,little bear read book,Elsa Holmelund Minarik,1978,HarperTrophy,"[1960, 1980)",1814,529,3,little bear read
0307302997,disney hunchback notre dame quasimodo new friend little golden book,Justine Korman,1996,Golden Books,"[1980, 2000)",3327,454,4,disney hunchback notre dame quasimodo new friend little golden
0451209540,policy,Bentley Little,2003,Signet Book,"[2000, 2020)",598,1081,5,policy
0553803077,sickened memoir munchausen proxy childhood,Julie Gregory,2003,Bantam,"[2000, 2020)",3311,112,5,sickened memoir munchausen proxy childhood
0525945741,blessing side wisdom comfort afterlife life,Sylvia Browne,2000,Dutton Books,"[2000, 2020)",5917,339,5,blessing side wisdom comfort afterlife life
0440226449,freedomland,Richard Price,1999,Dell Publishing Company,"[1980, 2000)",5221,290,4,freedomland
1561707228,god creation tool life,Sylvia Browne,2000,Hay House,"[2000, 2020)",5917,546,5,god creation tool life
0066213703,george laura portrait american marriage,Christopher Andersen,2002,William Morrow,"[2000, 2020)",1071,1305,5,george laura portrait american marriage
0142000329,gone,Maggie O'Farrell,2002,Penguin Books,"[2000, 2020)",4051,860,5,gone
0140501738,corduroy picture puffin,Don Freeman,1976,Puffin Books,"[1960, 1980)",1533,947,3,corduroy picture puffin
0312975740,projection frank clevenger,Keith Ablow,2000,St. Martin's Paperbacks,"[2000, 2020)",3487,1125,5,projection frank clevenger
0849976162,veritas project hangman curse,Frank Peretti,2001,Thomas Nelson,"[2000, 2020)",1998,1172,5,veritas project hangman curse
0786886021,sweat small stuff woman simple practical way matter find time,Kristine Carlson,2001,Hyperion Press,"[2000, 2020)",3569,582,5,sweat small stuff woman simple practical way matter find time
0671039741,salem lot,Stephen King,1999,Pocket,"[1980, 2000)",5762,913,4,salem lot
0671736817,spellbound spellbound,Christopher Pike,1990,Simon Pulse,"[1980, 2000)",1084,1091,4,spellbound spellbound
0307302636,grand wonderful day little golden book,Mary Packard,1995,Western Publishing Company,"[1980, 2000)",4257,1293,4,grand wonderful day little golden
0743453069,charming highlander highlander trilogy,Janet Chapman,2003,Pocket,"[2000, 2020)",2764,913,5,charming highlander highlander trilogy
0821771183,must love,Kasey Michaels,2003,Kensington Publishing Corporation,"[2000, 2020)",3401,632,5,must love
0380756218,night shadow,Catherine Coulter,1989,Avon,"[1980, 2000)",951,94,4,night shadow
0380800829,duke avon romantic treasure,Julia Quinn,2000,Avon,"[2000, 2020)",3296,94,5,duke avon romantic treasure
0821769359,hot rain zebra romantic suspense,Kat Martin,2002,Kensington Publishing Corporation,"[2000, 2020)",3403,632,5,hot rain zebra romantic suspense
0440484332,superfudge yearling book paperback,Judy Blume,1981,Yearling Books,"[1980, 2000)",3274,1332,4,superfudge yearling  
0451410742,step ball change,Jeanne Ray,2003,Onyx Books,"[2000, 2020)",2839,818,5,step ball change
0679457550,short history prince novel,Jane Hamilton,1998,Random House Inc,"[1980, 2000)",2741,970,4,short history prince
044922368X,lover liar,Sally Beauman,1995,Ivy Books,"[1980, 2000)",5521,608,4,lover liar
0307021858,pinocchio little golden book,Little Golden Staff,1992,Random House Childrens Books,"[1980, 2000)",3848,967,4,pinocchio little golden
0440146577,loving,Danielle Steel,1981,Dell,"[1980, 2000)",1295,287,4,loving
0380973642,smoke mirror short fiction illusion,Neil Gaiman,1998,William Morrow,"[1980, 2000)",4619,1305,4,smoke mirror short fiction illusion
0717284832,dalmatian,Walt Disney,1995,Stoddart+publishing,"[1980, 2000)",6282,1140,4,dalmatian
